customer_id,customer_type,tariff_class,daya_terpasang_va,tarif_rp_per_kwh,region,base_consumption_kwh,tanggal_pasang
CUST_00316,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,148.29,2022-08-13
CUST_00317,Rumah Tangga,R1/1300VA,1300,1444,Medan,117.21,2020-09-07
CUST_00318,Bisnis Kecil,B1,5500,1444,Jakarta,403.84,2018-08-04
CUST_00319,Rumah Tangga,R1/1300VA,1300,1444,Medan,171.5,2017-04-20
CUST_00320,Industri Besar,I3/I4,1000000,997,Medan,5057.27,2015-04-26
CUST_00321,Industri Menengah,I2,200000,1115,Palembang,1205.12,2015-10-07
CUST_00322,Rumah Tangga,R1/2200VA,2200,1444,Semarang,168.82,2016-06-15
CUST_00323,Rumah Tangga,R1/1300VA,1300,1444,Bandung,204.18,2022-01-28
CUST_00324,Rumah Tangga,R1/2200VA,2200,1444,Bandung,268.65,2020-09-30
CUST_00325,Industri Kecil,I1,13900,1444,Makassar,454.76,2018-11-24
CUST_00326,Bisnis Kecil,B1,5500,1444,Jakarta,550.62,2022-01-15
CUST_00327,Industri Kecil,I1,13900,1444,Surabaya,722.96,2016-06-12
CUST_00328,Rumah Tangga,R1/2200VA,2200,1444,Bandung,229.5,2016-11-23
CUST_00329,Bisnis Kecil,B1,5500,1444,Jakarta,570.99,2018-07-14
CUST_00330,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,78.92,2023-04-02
CUST_00331,Bisnis Menengah,B2,41500,1699,Jakarta,1008.84,2020-07-10
CUST_00332,Rumah Tangga,R1/900VA,900,1352,Jakarta,92.72,2022-08-27
CUST_00333,Bisnis Kecil,B1,5500,1444,Denpasar,237.97,2017-03-26
CUST_00334,Industri Menengah,I2,200000,1115,Bandung,4461.73,2022-08-18
CUST_00335,Rumah Tangga,R1/900VA,900,1352,Palembang,59.27,2015-08-27
CUST_00336,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,294.62,2017-01-17
CUST_00337,Rumah Tangga,R1/900VA,900,1352,Bandung,58.63,2019-09-15
CUST_00338,Bisnis Menengah,B2,41500,1699,Jakarta,1403.19,2015-06-16
CUST_00339,Rumah Tangga,R1/900VA,900,1352,Semarang,55.85,2022-09-20
CUST_00340,Industri Besar,I3/I4,1000000,997,Makassar,6155.07,2022-10-20
CUST_00341,Rumah Tangga,R1/900VA,900,1352,Medan,117.43,2019-11-14
CUST_00342,Sosial,S2,3500,1352,Bandung,182.53,2017-10-01
CUST_00343,Industri Kecil,I1,13900,1444,Jakarta,624.68,2015-11-22
CUST_00344,Rumah Tangga,R2/5500VA,5500,1699,Makassar,274.87,2020-07-26
CUST_00345,Industri Kecil,I1,13900,1444,Bandung,621.63,2019-11-02
CUST_00346,Industri Kecil,I1,13900,1444,Makassar,538.33,2021-11-01
CUST_00347,Industri Besar,I3/I4,1000000,997,Semarang,13767.76,2020-06-02
CUST_00348,Rumah Tangga,R1/1300VA,1300,1444,Palembang,100.81,2016-02-26
CUST_00349,Rumah Tangga,R2/5500VA,5500,1699,Medan,649.76,2016-02-04
CUST_00350,Rumah Tangga,R1/900VA,900,1352,Jakarta,123.67,2022-01-09
CUST_00351,Rumah Tangga,R2/5500VA,5500,1699,Surabaya,294.92,2016-06-06
CUST_00352,Rumah Tangga,R1/900VA,900,1352,Palembang,49.67,2023-06-11
CUST_00353,Rumah Tangga,R2/5500VA,5500,1699,Makassar,301.9,2015-12-15
CUST_00354,Rumah Tangga,R2/5500VA,5500,1699,Makassar,528.81,2021-07-20
CUST_00355,Rumah Tangga,R1/2200VA,2200,1444,Medan,148.05,2023-10-09
CUST_00356,Rumah Tangga,R1/2200VA,2200,1444,Bandung,316.05,2018-12-20
CUST_00357,Bisnis Menengah,B2,41500,1699,Denpasar,2033.12,2015-07-06
CUST_00358,Industri Kecil,I1,13900,1444,Palembang,1037.83,2022-11-19
CUST_00359,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,240.99,2016-09-07
CUST_00360,Rumah Tangga,R2/5500VA,5500,1699,Palembang,698.5,2019-09-29
CUST_00361,Industri Besar,I3/I4,1000000,997,Surabaya,4706.8,2023-11-09
CUST_00362,Rumah Tangga,R1/900VA,900,1352,Surabaya,76.11,2021-09-12
CUST_00363,Rumah Tangga,R1/900VA,900,1352,Bandung,69.15,2015-06-02
CUST_00364,Rumah Tangga,R1/900VA,900,1352,Denpasar,125.38,2022-05-19
CUST_00365,Bisnis Kecil,B1,5500,1444,Makassar,409.59,2016-06-13
CUST_00366,Rumah Tangga,R1/1300VA,1300,1444,Medan,190.93,2021-09-27
CUST_00367,Bisnis Menengah,B2,41500,1699,Denpasar,923.65,2020-08-01
CUST_00368,Bisnis Kecil,B1,5500,1444,Makassar,590.39,2017-08-03
CUST_00369,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,144.8,2018-10-23
CUST_00370,Industri Menengah,I2,200000,1115,Denpasar,3569.63,2016-01-23
CUST_00371,Bisnis Menengah,B2,41500,1699,Jakarta,2444.68,2023-11-16
CUST_00372,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,127.11,2017-02-21
CUST_00373,Rumah Tangga,R1/1300VA,1300,1444,Semarang,129.63,2017-10-11
CUST_00374,Rumah Tangga,R1/1300VA,1300,1444,Palembang,157.71,2019-07-10
CUST_00375,Rumah Tangga,R1/900VA,900,1352,Bandung,51.52,2021-01-17
CUST_00376,Rumah Tangga,R1/900VA,900,1352,Surabaya,68.9,2019-07-18
CUST_00377,Industri Besar,I3/I4,1000000,997,Makassar,7091.33,2019-07-18
CUST_00378,Rumah Tangga,R1/2200VA,2200,1444,Palembang,143.76,2020-03-28
CUST_00379,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,199.92,2022-09-18
CUST_00380,Bisnis Menengah,B2,41500,1699,Makassar,1719.73,2018-07-21
CUST_00381,Rumah Tangga,R2/5500VA,5500,1699,Surabaya,411.4,2022-06-26
CUST_00382,Industri Besar,I3/I4,1000000,997,Bandung,10538.71,2022-01-28
CUST_00383,Industri Kecil,I1,13900,1444,Makassar,688.37,2023-08-23
CUST_00384,Rumah Tangga,R1/2200VA,2200,1444,Medan,265.62,2023-03-19
CUST_00385,Rumah Tangga,R1/1300VA,1300,1444,Semarang,209.02,2022-03-07
CUST_00386,Pemerintah,P1,13900,1699,Surabaya,1419.34,2017-03-21
CUST_00387,Bisnis Menengah,B2,41500,1699,Palembang,1343.83,2021-12-18
CUST_00388,Sosial,S2,3500,1352,Jakarta,185.36,2021-08-16
CUST_00389,Rumah Tangga,R1/900VA,900,1352,Palembang,80.59,2017-08-09
CUST_00390,Industri Kecil,I1,13900,1444,Jakarta,811.14,2021-02-05
CUST_00391,Bisnis Kecil,B1,5500,1444,Semarang,357.82,2017-04-11
CUST_00392,Rumah Tangga,R1/900VA,900,1352,Surabaya,99.29,2019-09-15
CUST_00393,Rumah Tangga,R2/5500VA,5500,1699,Medan,499.48,2022-03-02
CUST_00394,Bisnis Kecil,B1,5500,1444,Jakarta,294.32,2016-09-11
CUST_00395,Rumah Tangga,R1/900VA,900,1352,Semarang,71.12,2018-01-11
CUST_00396,Rumah Tangga,R1/2200VA,2200,1444,Bandung,207.08,2022-02-25
CUST_00397,Industri Kecil,I1,13900,1444,Semarang,385.18,2019-01-30
CUST_00398,Rumah Tangga,R1/1300VA,1300,1444,Semarang,94.91,2023-08-22
CUST_00399,Rumah Tangga,R1/2200VA,2200,1444,Palembang,286.32,2015-01-27
CUST_00400,Rumah Tangga,R1/2200VA,2200,1444,Semarang,209.49,2021-06-29
CUST_00401,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,102.18,2022-04-28
CUST_00402,Industri Menengah,I2,200000,1115,Semarang,3900.83,2023-04-04
CUST_00403,Industri Kecil,I1,13900,1444,Palembang,979.99,2016-05-29
CUST_00404,Rumah Tangga,R1/900VA,900,1352,Surabaya,63.17,2023-11-08
CUST_00405,Pemerintah,P1,13900,1699,Jakarta,1292.15,2018-07-12
CUST_00406,Industri Menengah,I2,200000,1115,Denpasar,5652.02,2018-03-02
CUST_00407,Rumah Tangga,R1/1300VA,1300,1444,Bandung,159.61,2018-03-13
CUST_00408,Industri Kecil,I1,13900,1444,Makassar,902.05,2020-09-27
CUST_00409,Rumah Tangga,R1/900VA,900,1352,Bandung,44.73,2020-12-05
CUST_00410,Pemerintah,P1,13900,1699,Bandung,1434.62,2019-04-06
CUST_00411,Bisnis Kecil,B1,5500,1444,Palembang,326.62,2015-08-22
CUST_00412,Bisnis Kecil,B1,5500,1444,Bandung,565.76,2023-11-16
CUST_00413,Rumah Tangga,R1/900VA,900,1352,Semarang,92.11,2016-12-30
CUST_00414,Industri Menengah,I2,200000,1115,Semarang,1222.17,2015-11-05
CUST_00415,Rumah Tangga,R1/900VA,900,1352,Jakarta,43.47,2020-05-16
CUST_00416,Rumah Tangga,R1/1300VA,1300,1444,Bandung,172.06,2018-09-16
CUST_00417,Rumah Tangga,R1/900VA,900,1352,Palembang,90.64,2020-07-15
CUST_00418,Bisnis Menengah,B2,41500,1699,Makassar,650.41,2022-11-16
CUST_00419,Rumah Tangga,R1/900VA,900,1352,Jakarta,106.91,2015-11-16
CUST_00420,Industri Menengah,I2,200000,1115,Denpasar,5290.3,2017-07-22
CUST_00421,Bisnis Kecil,B1,5500,1444,Surabaya,373.39,2019-08-24
CUST_00422,Rumah Tangga,R1/900VA,900,1352,Jakarta,81.92,2022-01-31
CUST_00423,Rumah Tangga,R1/900VA,900,1352,Denpasar,40.49,2020-05-27
CUST_00424,Rumah Tangga,R1/900VA,900,1352,Jakarta,110.8,2018-06-11
CUST_00425,Rumah Tangga,R2/5500VA,5500,1699,Makassar,398.82,2020-06-27
CUST_00426,Industri Kecil,I1,13900,1444,Denpasar,1090.89,2023-10-25
CUST_00427,Rumah Tangga,R1/1300VA,1300,1444,Makassar,125.96,2019-04-26
CUST_00428,Industri Kecil,I1,13900,1444,Makassar,808.57,2022-12-12
CUST_00429,Rumah Tangga,R1/900VA,900,1352,Medan,64.33,2022-01-06
CUST_00430,Industri Kecil,I1,13900,1444,Bandung,444.53,2017-09-16
CUST_00431,Industri Besar,I3/I4,1000000,997,Makassar,16398.53,2017-03-30
CUST_00432,Bisnis Menengah,B2,41500,1699,Denpasar,1543.52,2021-12-05
CUST_00433,Bisnis Kecil,B1,5500,1444,Jakarta,391.42,2016-11-12
CUST_00434,Industri Kecil,I1,13900,1444,Denpasar,1168.87,2018-01-11
CUST_00435,Rumah Tangga,R1/900VA,900,1352,Medan,126.72,2017-02-12
CUST_00436,Rumah Tangga,R1/900VA,900,1352,Makassar,117.01,2020-06-14
CUST_00437,Rumah Tangga,R1/900VA,900,1352,Bandung,56.88,2017-08-24
CUST_00438,Rumah Tangga,R1/2200VA,2200,1444,Makassar,256.68,2020-12-03
CUST_00439,Bisnis Menengah,B2,41500,1699,Bandung,2268.48,2023-05-29
CUST_00440,Bisnis Kecil,B1,5500,1444,Surabaya,318.51,2022-06-18
CUST_00441,Industri Kecil,I1,13900,1444,Semarang,391.0,2023-07-12
CUST_00442,Rumah Tangga,R1/900VA,900,1352,Jakarta,112.99,2015-03-22
CUST_00443,Bisnis Menengah,B2,41500,1699,Medan,1515.35,2019-02-05
CUST_00444,Rumah Tangga,R1/900VA,900,1352,Makassar,90.8,2016-12-24
CUST_00445,Rumah Tangga,R1/1300VA,1300,1444,Bandung,217.32,2023-04-04
CUST_00446,Bisnis Kecil,B1,5500,1444,Surabaya,423.25,2021-05-27
CUST_00447,Pemerintah,P1,13900,1699,Surabaya,809.98,2017-11-17
CUST_00448,Rumah Tangga,R2/5500VA,5500,1699,Semarang,416.49,2020-01-26
CUST_00449,Rumah Tangga,R1/900VA,900,1352,Denpasar,77.59,2020-06-11
CUST_00450,Rumah Tangga,R2/5500VA,5500,1699,Palembang,303.28,2019-06-17
CUST_00451,Rumah Tangga,R1/900VA,900,1352,Bandung,111.53,2019-04-08
CUST_00452,Industri Menengah,I2,200000,1115,Jakarta,5221.04,2015-07-01
CUST_00453,Bisnis Kecil,B1,5500,1444,Jakarta,277.98,2019-01-26
CUST_00454,Rumah Tangga,R1/900VA,900,1352,Makassar,67.34,2018-02-18
CUST_00455,Rumah Tangga,R1/900VA,900,1352,Bandung,118.69,2022-05-11
CUST_00456,Rumah Tangga,R1/900VA,900,1352,Bandung,42.16,2022-10-12
CUST_00457,Pemerintah,P1,13900,1699,Palembang,924.55,2021-10-01
CUST_00458,Rumah Tangga,R1/2200VA,2200,1444,Palembang,226.65,2015-04-12
CUST_00459,Industri Kecil,I1,13900,1444,Palembang,921.11,2022-07-26
CUST_00460,Bisnis Kecil,B1,5500,1444,Surabaya,223.53,2018-07-26
CUST_00461,Rumah Tangga,R2/5500VA,5500,1699,Makassar,550.75,2018-09-29
CUST_00462,Rumah Tangga,R1/900VA,900,1352,Makassar,73.91,2023-07-02
CUST_00463,Industri Besar,I3/I4,1000000,997,Bandung,13899.44,2022-10-20
CUST_00464,Rumah Tangga,R1/1300VA,1300,1444,Makassar,76.01,2015-06-17
CUST_00465,Rumah Tangga,R2/5500VA,5500,1699,Makassar,457.78,2018-03-28
CUST_00466,Bisnis Kecil,B1,5500,1444,Medan,385.01,2021-09-28
CUST_00467,Bisnis Kecil,B1,5500,1444,Palembang,246.45,2019-11-06
CUST_00468,Industri Besar,I3/I4,1000000,997,Semarang,6233.98,2017-04-26
CUST_00469,Rumah Tangga,R1/900VA,900,1352,Makassar,56.96,2019-09-20
CUST_00470,Rumah Tangga,R1/2200VA,2200,1444,Semarang,199.15,2022-10-17
CUST_00471,Rumah Tangga,R1/1300VA,1300,1444,Palembang,84.52,2017-01-03
CUST_00472,Rumah Tangga,R1/2200VA,2200,1444,Makassar,337.88,2021-09-16
CUST_00473,Rumah Tangga,R1/900VA,900,1352,Surabaya,76.45,2021-08-10
CUST_00474,Rumah Tangga,R1/900VA,900,1352,Palembang,112.81,2022-12-19
CUST_00475,Rumah Tangga,R1/1300VA,1300,1444,Semarang,216.16,2017-09-05
CUST_00476,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,82.11,2016-12-10
CUST_00477,Rumah Tangga,R1/2200VA,2200,1444,Bandung,269.88,2019-12-05
CUST_00478,Rumah Tangga,R2/5500VA,5500,1699,Medan,642.13,2019-10-12
CUST_00479,Bisnis Kecil,B1,5500,1444,Denpasar,435.41,2018-09-07
CUST_00480,Rumah Tangga,R1/1300VA,1300,1444,Makassar,134.35,2022-01-03
CUST_00481,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,134.66,2022-03-09
CUST_00482,Rumah Tangga,R1/900VA,900,1352,Jakarta,43.23,2017-03-18
CUST_00483,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,490.57,2022-02-26
CUST_00484,Rumah Tangga,R1/1300VA,1300,1444,Palembang,219.03,2017-01-28
CUST_00485,Rumah Tangga,R1/900VA,900,1352,Surabaya,126.28,2018-09-01
CUST_00486,Rumah Tangga,R1/1300VA,1300,1444,Makassar,76.06,2015-03-31
CUST_00487,Rumah Tangga,R1/2200VA,2200,1444,Medan,282.33,2018-01-23
CUST_00488,Rumah Tangga,R1/1300VA,1300,1444,Medan,115.26,2023-08-15
CUST_00489,Rumah Tangga,R2/5500VA,5500,1699,Denpasar,656.35,2018-12-24
CUST_00490,Rumah Tangga,R2/5500VA,5500,1699,Jakarta,270.3,2021-05-21
CUST_00491,Bisnis Kecil,B1,5500,1444,Palembang,571.14,2015-12-21
CUST_00492,Bisnis Kecil,B1,5500,1444,Denpasar,526.86,2020-09-18
CUST_00493,Bisnis Kecil,B1,5500,1444,Semarang,202.88,2018-05-05
CUST_00494,Rumah Tangga,R1/1300VA,1300,1444,Medan,78.97,2021-09-10
CUST_00495,Industri Kecil,I1,13900,1444,Bandung,1051.24,2023-05-07
CUST_00496,Rumah Tangga,R2/5500VA,5500,1699,Semarang,320.09,2019-10-13
CUST_00497,Rumah Tangga,R1/2200VA,2200,1444,Medan,243.03,2015-12-04
CUST_00498,Bisnis Kecil,B1,5500,1444,Bandung,562.09,2019-04-14
CUST_00499,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,155.12,2016-02-09
CUST_00500,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,211.36,2019-01-16
CUST_00501,Bisnis Menengah,B2,41500,1699,Surabaya,1445.53,2015-07-20
CUST_00502,Industri Menengah,I2,200000,1115,Bandung,1502.96,2020-10-04
CUST_00503,Industri Besar,I3/I4,1000000,997,Semarang,19500.04,2017-10-16
CUST_00504,Rumah Tangga,R1/2200VA,2200,1444,Bandung,191.45,2016-10-24
CUST_00505,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,163.55,2015-02-26
CUST_00506,Industri Kecil,I1,13900,1444,Palembang,557.44,2022-12-27
CUST_00507,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,214.66,2022-07-13
CUST_00508,Industri Kecil,I1,13900,1444,Denpasar,384.86,2022-04-20
CUST_00509,Rumah Tangga,R1/2200VA,2200,1444,Bandung,319.48,2015-07-10
CUST_00510,Rumah Tangga,R1/900VA,900,1352,Bandung,103.71,2018-02-22
CUST_00511,Rumah Tangga,R1/900VA,900,1352,Surabaya,114.7,2023-09-26
CUST_00512,Industri Kecil,I1,13900,1444,Medan,1178.31,2020-03-15
CUST_00513,Rumah Tangga,R1/900VA,900,1352,Denpasar,115.79,2016-02-27
CUST_00514,Rumah Tangga,R1/1300VA,1300,1444,Semarang,211.51,2016-04-08
CUST_00515,Rumah Tangga,R1/1300VA,1300,1444,Semarang,89.04,2017-05-14
CUST_00516,Rumah Tangga,R1/900VA,900,1352,Denpasar,111.62,2023-09-30
CUST_00517,Rumah Tangga,R1/1300VA,1300,1444,Semarang,151.85,2016-07-11
CUST_00518,Bisnis Menengah,B2,41500,1699,Medan,1632.64,2023-02-14
CUST_00519,Rumah Tangga,R1/900VA,900,1352,Medan,120.9,2021-02-05
CUST_00520,Industri Kecil,I1,13900,1444,Makassar,1174.62,2023-04-17
CUST_00521,Industri Kecil,I1,13900,1444,Jakarta,934.35,2022-06-06
CUST_00522,Rumah Tangga,R1/1300VA,1300,1444,Semarang,142.44,2017-12-27
CUST_00523,Rumah Tangga,R1/900VA,900,1352,Semarang,81.08,2022-06-12
CUST_00524,Rumah Tangga,R2/5500VA,5500,1699,Semarang,423.85,2016-07-09
CUST_00525,Rumah Tangga,R1/900VA,900,1352,Makassar,72.54,2017-08-13
CUST_00526,Rumah Tangga,R1/1300VA,1300,1444,Palembang,128.73,2016-11-26
CUST_00527,Sosial,S2,3500,1352,Denpasar,108.72,2016-03-13
CUST_00528,Pemerintah,P1,13900,1699,Makassar,392.92,2015-10-23
CUST_00529,Bisnis Menengah,B2,41500,1699,Medan,2081.75,2016-09-07
CUST_00530,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,136.91,2016-01-30
CUST_00531,Bisnis Kecil,B1,5500,1444,Palembang,568.81,2018-06-03
CUST_00532,Bisnis Kecil,B1,5500,1444,Denpasar,425.5,2015-08-23
CUST_00533,Rumah Tangga,R1/1300VA,1300,1444,Semarang,75.28,2015-07-21
CUST_00534,Bisnis Kecil,B1,5500,1444,Palembang,220.89,2023-11-26
CUST_00535,Rumah Tangga,R1/900VA,900,1352,Palembang,58.52,2015-10-16
CUST_00536,Rumah Tangga,R1/900VA,900,1352,Palembang,127.82,2015-09-01
CUST_00537,Rumah Tangga,R1/2200VA,2200,1444,Makassar,170.3,2015-04-09
CUST_00538,Rumah Tangga,R1/900VA,900,1352,Jakarta,86.42,2016-03-11
CUST_00539,Rumah Tangga,R1/900VA,900,1352,Jakarta,124.26,2019-10-01
CUST_00540,Industri Kecil,I1,13900,1444,Bandung,1179.47,2022-06-10
CUST_00541,Pemerintah,P1,13900,1699,Medan,583.63,2021-08-11
CUST_00542,Rumah Tangga,R2/5500VA,5500,1699,Semarang,272.1,2020-03-21
CUST_00543,Industri Kecil,I1,13900,1444,Medan,438.24,2015-10-07
CUST_00544,Pemerintah,P1,13900,1699,Jakarta,375.99,2021-12-18
CUST_00545,Rumah Tangga,R1/900VA,900,1352,Bandung,57.56,2015-05-03
CUST_00546,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,250.77,2020-09-03
CUST_00547,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,206.87,2018-09-06
CUST_00548,Rumah Tangga,R1/900VA,900,1352,Medan,88.35,2022-12-07
CUST_00549,Bisnis Menengah,B2,41500,1699,Palembang,1789.38,2017-10-07
CUST_00550,Rumah Tangga,R1/2200VA,2200,1444,Semarang,166.43,2020-09-28
CUST_00551,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,304.13,2018-12-16
CUST_00552,Rumah Tangga,R1/900VA,900,1352,Denpasar,95.6,2019-09-12
CUST_00553,Rumah Tangga,R1/900VA,900,1352,Semarang,117.77,2023-06-11
CUST_00554,Industri Menengah,I2,200000,1115,Medan,5754.45,2021-05-30
CUST_00555,Rumah Tangga,R1/900VA,900,1352,Semarang,71.31,2018-09-23
CUST_00556,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,83.59,2019-01-09
CUST_00557,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,103.89,2021-05-03
CUST_00558,Rumah Tangga,R1/2200VA,2200,1444,Makassar,220.7,2018-02-10
CUST_00559,Rumah Tangga,R2/5500VA,5500,1699,Makassar,675.56,2016-07-05
CUST_00560,Rumah Tangga,R1/2200VA,2200,1444,Makassar,207.01,2019-03-17
CUST_00561,Rumah Tangga,R1/900VA,900,1352,Medan,109.37,2015-08-13
CUST_00562,Rumah Tangga,R1/1300VA,1300,1444,Medan,151.07,2016-07-11
CUST_00563,Industri Kecil,I1,13900,1444,Jakarta,464.53,2018-10-14
CUST_00564,Bisnis Kecil,B1,5500,1444,Makassar,294.33,2022-03-01
CUST_00565,Bisnis Kecil,B1,5500,1444,Makassar,443.94,2022-01-10
CUST_00566,Bisnis Kecil,B1,5500,1444,Denpasar,452.78,2017-05-06
CUST_00567,Bisnis Menengah,B2,41500,1699,Makassar,1426.04,2018-10-18
CUST_00568,Rumah Tangga,R1/900VA,900,1352,Medan,60.58,2016-05-19
CUST_00569,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,178.29,2021-10-16
CUST_00570,Rumah Tangga,R1/2200VA,2200,1444,Bandung,158.84,2017-03-20
CUST_00571,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,210.5,2022-03-11
CUST_00572,Industri Kecil,I1,13900,1444,Medan,469.11,2022-07-29
CUST_00573,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,144.68,2021-03-13
CUST_00574,Bisnis Menengah,B2,41500,1699,Medan,1545.53,2017-12-20
CUST_00575,Industri Kecil,I1,13900,1444,Palembang,767.59,2023-07-28
CUST_00576,Rumah Tangga,R1/2200VA,2200,1444,Bandung,236.88,2021-03-03
CUST_00577,Industri Menengah,I2,200000,1115,Surabaya,3296.0,2020-10-22
CUST_00578,Rumah Tangga,R2/5500VA,5500,1699,Bandung,697.67,2022-09-14
CUST_00579,Industri Kecil,I1,13900,1444,Surabaya,737.65,2022-12-05
CUST_00580,Rumah Tangga,R1/1300VA,1300,1444,Semarang,141.69,2015-09-13
CUST_00581,Rumah Tangga,R1/2200VA,2200,1444,Jakarta,217.01,2022-12-05
CUST_00582,Rumah Tangga,R1/2200VA,2200,1444,Surabaya,135.37,2021-11-18
CUST_00583,Rumah Tangga,R1/900VA,900,1352,Jakarta,93.37,2016-11-09
CUST_00584,Rumah Tangga,R1/1300VA,1300,1444,Denpasar,104.2,2017-10-07
CUST_00585,Industri Menengah,I2,200000,1115,Semarang,4260.52,2021-10-08
CUST_00586,Bisnis Kecil,B1,5500,1444,Bandung,172.88,2016-12-12
CUST_00587,Rumah Tangga,R1/900VA,900,1352,Bandung,128.32,2019-01-26
CUST_00588,Rumah Tangga,R1/1300VA,1300,1444,Jakarta,140.35,2021-03-13
CUST_00589,Rumah Tangga,R1/900VA,900,1352,Medan,120.71,2020-11-06
CUST_00590,Rumah Tangga,R1/900VA,900,1352,Palembang,82.8,2023-03-08
CUST_00591,Industri Besar,I3/I4,1000000,997,Makassar,4965.29,2016-01-02
CUST_00592,Rumah Tangga,R1/2200VA,2200,1444,Denpasar,309.11,2017-08-27
CUST_00593,Rumah Tangga,R1/1300VA,1300,1444,Surabaya,167.23,2023-11-10
CUST_00594,Rumah Tangga,R2/5500VA,5500,1699,Surabaya,601.79,2020-02-12
CUST_00595,Rumah Tangga,R1/900VA,900,1352,Medan,78.54,2017-03-28
CUST_00596,Rumah Tangga,R1/1300VA,1300,1444,Bandung,165.69,2017-08-10
CUST_00597,Bisnis Kecil,B1,5500,1444,Denpasar,535.3,2018-01-19
CUST_00598,Bisnis Kecil,B1,5500,1444,Bandung,433.98,2019-12-26
CUST_00599,Pemerintah,P1,13900,1699,Medan,717.21,2017-07-23
CUST_00600,Bisnis Kecil,B1,5500,1444,Makassar,448.14,2020-08-04
